Date,White,Black,Result,Elo White,Elo Black,Time Control,Game URL
2023-11-13 14:27:32,riya123498,Looceea,insufficient,340,328,600,https://www.chess.com/game/live/82151346890
2023-11-13 14:46:06,riya123498,THUKUNABEL,agreed,341,396,600,https://www.chess.com/game/live/82151443370
2023-11-13 14:59:47,kvk2101,riya123498,resigned,279,331,600,https://www.chess.com/game/live/82151596644
2023-11-13 15:16:18,riya123498,Pesak123,stalemate,332,365,600,https://www.chess.com/game/live/82151710120
2023-11-13 15:20:04,Illuminati2218,riya123498,resigned,431,326,600,https://www.chess.com/game/live/82151849760
2023-11-14 10:02:52,riya123498,sergiobellia,resigned,318,362,600,https://www.chess.com/game/live/82158802210
2023-11-14 10:59:42,timi079,riya123498,win,165,323,600,https://www.chess.com/game/live/93697759547
2023-11-14 11:12:19,riya123498,timi079,win,328,159,600,https://www.chess.com/game/live/93698424805
2023-11-14 11:22:36,timi079,riya123498,stalemate,164,324,600,https://www.chess.com/game/live/93699513715
2023-11-14 11:28:33,riya123498,timi079,win,329,158,600,https://www.chess.com/game/live/93700117187
2023-11-14 11:45:12,timi079,riya123498,win,152,333,600,https://www.chess.com/game/live/93700206247
2023-11-14 19:19:19,Alebureba,riya123498,checkmated,427,327,600,https://www.chess.com/game/live/82163252804
2023-11-14 19:29:34,HouD01,riya123498,win,323,335,600,https://www.chess.com/game/live/82163264726
2023-11-15 14:46:06,dcl58,riya123498,win,396,345,600,https://www.chess.com/game/live/82170092630
2023-11-15 15:01:02,riya123498,Paw1210,stalemate,344,303,600,https://www.chess.com/game/live/82170101096
2023-11-15 15:02:39,WhichOneIsThePawn88,riya123498,win,345,352,600,https://www.chess.com/game/live/82170225010
2023-11-18 18:48:55,mohamedaboour,riya123498,win,246,358,600,https://www.chess.com/game/live/94057098742
2023-11-18 18:59:28,riya123498,Andxxxlll,resigned,351,416,600,https://www.chess.com/game/live/94057233488
2023-11-19 09:54:08,Worm_Xp,riya123498,win,246,357,600,https://www.chess.com/game/live/94061963116
2023-11-19 09:56:02,Clariceibo,riya123498,win,314,364,600,https://www.chess.com/game/live/94062039138
2023-11-19 10:03:51,riya123498,Henrietta5,win,373,417,600,https://www.chess.com/game/live/94062048628
2023-11-19 10:12:14,riya123498,schroederidris,resigned,364,345,600,https://www.chess.com/game/live/94062108708
2023-11-19 10:13:53,L2M40325,riya123498,win,347,372,600,https://www.chess.com/game/live/94062142572
2023-11-19 12:38:31,riya123498,FredrikMiles,win,380,349,600,https://www.chess.com/game/live/94062983192
2023-11-19 12:50:04,Yurasw,riya123498,resigned,332,371,600,https://www.chess.com/game/live/94063056406
2023-11-19 12:58:29,555_goru,riya123498,resigned,289,361,600,https://www.chess.com/game/live/94063154116
2023-11-19 13:10:47,riya123498,timi079,win,361,195,600,https://www.chess.com/game/live/94137791237
2023-11-19 15:04:23,riya123498,Myroedis,checkmated,354,411,600,https://www.chess.com/game/live/94064049494
2023-11-19 15:15:49,riya123498,Roger_246,resigned,347,422,600,https://www.chess.com/game/live/94064097970
2023-11-19 15:18:57,WoodenPlank29,riya123498,agreed,314,346,600,https://www.chess.com/game/live/94064183604
2023-11-19 15:23:20,riya123498,Nawaf200811,resigned,339,416,600,https://www.chess.com/game/live/94064207310
2023-11-20 06:04:52,Sonuzbdhfjf,riya123498,resigned,441,333,600,https://www.chess.com/game/live/94069329798
2023-11-20 06:14:01,riya123498,snexsay7,resigned,326,365,600,https://www.chess.com/game/live/94069376060
2023-11-20 06:28:50,riya123498,Jdog1981,resigned,317,287,600,https://www.chess.com/game/live/94069423716
2023-11-20 06:44:05,hujijij,riya123498,resigned,263,308,600,https://www.chess.com/game/live/94069488428
2023-11-20 06:52:21,riya123498,ClanKiller007,resigned,301,368,600,https://www.chess.com/game/live/94069555282
2023-11-20 06:54:44,riya123498,kaarajvig,win,310,315,600,https://www.chess.com/game/live/94069593344
2023-11-20 10:52:29,Pomik123,riya123498,win,287,318,600,https://www.chess.com/game/live/94070841158
2023-11-20 11:04:47,7ORI9A,riya123498,win,242,324,600,https://www.chess.com/game/live/94070866494
2023-11-20 11:21:46,riya123498,katasarosi,win,332,320,600,https://www.chess.com/game/live/94070944048
2023-11-20 12:51:58,raisawidiastari,riya123498,checkmated,364,325,600,https://www.chess.com/game/live/94071635256
2023-11-20 13:01:57,riya123498,titomark03,resigned,317,340,600,https://www.chess.com/game/live/94071666508
2023-11-20 13:03:25,tdizzles69,riya123498,checkmated,376,310,600,https://www.chess.com/game/live/94071739656
2023-11-20 13:17:43,riya123498,Vikas_02,win,317,275,600,https://www.chess.com/game/live/94071752236
2023-11-20 14:02:40,riya123498,tzuuii_i,win,326,321,600,https://www.chess.com/game/live/94072192352
2023-11-20 14:18:14,samuraix2008,riya123498,resigned,282,317,600,https://www.chess.com/game/live/94072202844
2023-11-20 14:35:50,Mateja138,riya123498,win,350,326,600,https://www.chess.com/game/live/94072324924
2023-11-20 15:24:07,snexsay7,riya123498,checkmated,374,319,600,https://www.chess.com/game/live/94231959875
2023-11-20 15:38:25,riya123498,Bl00dySn1ff3r,resigned,313,402,600,https://www.chess.com/game/live/94072866380
2023-11-21 05:53:43,riya123498,ibusrahim07,resigned,306,350,600,https://www.chess.com/game/live/94078205168
2023-11-21 06:13:04,Ashutoos,riya123498,win,251,314,600,https://www.chess.com/game/live/94078288298
2023-11-21 10:40:21,timi079,riya123498,repetition,198,311,600,https://www.chess.com/game/live/94300961397
2023-11-21 11:00:06,riya123498,timi079,win,316,193,600,https://www.chess.com/game/live/94302158541
2023-11-21 11:02:56,timi079,riya123498,agreed,196,313,600,https://www.chess.com/game/live/94303388921
2023-11-21 11:21:42,timi079,riya123498,win,191,318,600,https://www.chess.com/game/live/94303892361
2023-11-21 15:17:46,M12345678910111213141516q,riya123498,win,403,328,600,https://www.chess.com/game/live/94081820986
2023-11-22 14:40:02,riya123498,Mayank-Sharma13,win,334,239,600,https://www.chess.com/game/live/94090590910
2023-11-22 14:50:34,riya123498,7Newredbaru,win,341,288,600,https://www.chess.com/game/live/94090644978
2023-11-25 10:55:59,riya123498,rimimon2000,resigned,332,310,600,https://www.chess.com/game/live/94115750094
2023-11-25 12:34:39,snexsay7,riya123498,timeout,421,326,600,https://www.chess.com/game/live/94653589355
2023-11-29 05:25:21,MiguelRamirezG,riya123498,win,315,334,600,https://www.chess.com/game/live/94146899822
2023-11-29 05:42:15,restyd,riya123498,win,407,344,600,https://www.chess.com/game/live/94146938400
2023-11-29 05:57:19,kmayhan,riya123498,win,381,353,600,https://www.chess.com/game/live/94147024306
2023-11-29 06:39:12,riya123498,silencesprings,win,360,287,600,https://www.chess.com/game/live/94147252668
2023-11-29 08:21:06,gafuzuxiy,riya123498,win,325,367,600,https://www.chess.com/game/live/94147714798
2023-11-29 08:41:09,riya123498,ericpayne51,win,375,366,600,https://www.chess.com/game/live/94147782764
2023-11-29 10:08:23,riya123498,spiderjazy,stalemate,374,344,600,https://www.chess.com/game/live/94148285612
2023-11-29 10:16:51,snexsay7,riya123498,win,471,374,600,https://www.chess.com/game/live/94991398811
2023-11-29 14:55:09,KT77011,riya123498,win,349,382,600,https://www.chess.com/game/live/94150401304
2023-12-02 11:26:32,gautam7217,riya123498,win,470,392,600,https://www.chess.com/game/live/94175228440
2023-12-02 11:29:26,riya123498,Pola3649,resigned,385,442,600,https://www.chess.com/game/live/94175297436
2023-12-02 11:32:16,REI0002,riya123498,checkmated,402,377,600,https://www.chess.com/game/live/94175305720
2023-12-02 11:35:05,riya123498,TimalPurmasir,win,384,324,600,https://www.chess.com/game/live/94175324276
2023-12-02 12:09:07,timi079,riya123498,win,259,384,600,https://www.chess.com/game/live/95256654601
2023-12-02 12:26:18,riya123498,timi079,win,384,259,600,https://www.chess.com/game/live/95257854699
2023-12-04 08:43:15,KGupta90,riya123498,checkmated,389,375,600,https://www.chess.com/game/live/94190388666
2023-12-04 08:54:27,riya123498,znasirov,win,385,437,600,https://www.chess.com/game/live/94190503322
2023-12-04 09:05:14,riya123498,Lossersss,checkmated,377,389,600,https://www.chess.com/game/live/94190505138
2023-12-04 09:21:12,riya123498,checkmate1803,win,384,324,600,https://www.chess.com/game/live/94190563740
2023-12-04 10:44:19,timi079,riya123498,win,231,384,600,https://www.chess.com/game/live/95424616727
2023-12-04 10:56:24,timi079,riya123498,win,226,389,600,https://www.chess.com/game/live/95425772329
2023-12-05 02:51:50,webs2432,riya123498,win,355,396,600,https://www.chess.com/game/live/94197028870
2023-12-05 11:40:31,fredyfred55,riya123498,win,363,403,600,https://www.chess.com/game/live/94199334380
2023-12-05 13:21:30,riya123498,timi079,agreed,403,284,600,https://www.chess.com/game/live/95520534941
2023-12-05 13:37:56,timi079,riya123498,win,284,403,600,https://www.chess.com/game/live/95521298701
2023-12-05 15:54:28,riya123498,AeroFaux,resigned,394,378,600,https://www.chess.com/game/live/94201294222
2023-12-05 16:02:23,riya123498,Schmuel1997,win,401,364,600,https://www.chess.com/game/live/94201307552
2023-12-06 09:07:07,Thaida,riya123498,win,296,407,600,https://www.chess.com/game/live/94207318800
2023-12-06 09:34:29,timi079,riya123498,win,258,412,600,https://www.chess.com/game/live/95593213867
2023-12-06 10:29:25,riya123498,timi079,win,417,253,600,https://www.chess.com/game/live/95596857237
2023-12-07 14:11:01,Lokin2137,riya123498,abandoned,401,408,600,https://www.chess.com/game/live/95693698748
2023-12-07 14:19:09,riya123498,Adolf_Chester,win,418,465,600,https://www.chess.com/game/live/95693787336
2023-12-07 14:23:47,hibar666,riya123498,resigned,432,410,600,https://www.chess.com/game/live/95693869944
2023-12-09 10:58:28,riya123498,timi079,agreed,407,276,600,https://www.chess.com/game/live/95858069011
2023-12-09 11:16:34,timi079,riya123498,win,271,412,600,https://www.chess.com/game/live/95858601381
2023-12-10 12:56:19,rohuninja,riya123498,resigned,487,405,600,https://www.chess.com/game/live/95719640074
2023-12-10 13:55:50,shiazzzx,riya123498,win,356,412,600,https://www.chess.com/game/live/95954657653
2023-12-10 14:49:57,riya123498,shiazzzx,agreed,411,377,600,https://www.chess.com/game/live/95958802733
2023-12-10 15:01:02,shiazzzx,riya123498,win,359,418,600,https://www.chess.com/game/live/95958841231
2023-12-11 03:29:40,riya123498,AK_x01,win,426,401,600,https://www.chess.com/game/live/95725222920
2023-12-14 15:52:07,riya123498,shiazzzx,stalemate,426,356,600,https://www.chess.com/game/live/96307430631
2023-12-14 16:08:22,shiazzzx,riya123498,win,356,426,600,https://www.chess.com/game/live/96308105723
2023-12-15 12:39:45,shiazzzx,riya123498,agreed,386,425,600,https://www.chess.com/game/live/96382125491
2023-12-15 13:55:18,riya123498,shiazzzx,insufficient,424,387,600,https://www.chess.com/game/live/96386437133
2023-12-15 14:12:28,riya123498,shiazzzx,win,431,380,600,https://www.chess.com/game/live/96387626191
2023-12-15 14:31:52,riya123498,shiazzzx,stalemate,430,381,600,https://www.chess.com/game/live/96388796301
2023-12-15 15:02:28,riya123498,shiazzzx,insufficient,429,382,600,https://www.chess.com/game/live/96390559745
2023-12-15 16:52:51,shinestar88,riya123498,checkmated,448,421,600,https://www.chess.com/game/live/96397311453
2023-12-16 12:07:43,shiazzzx,riya123498,win,397,429,600,https://www.chess.com/game/live/96466762723
2023-12-16 12:17:24,riya123498,shiazzzx,win,436,390,600,https://www.chess.com/game/live/96467345109
2023-12-16 12:35:14,shiazzzx,riya123498,win,383,443,600,https://www.chess.com/game/live/96468428603
2023-12-16 12:46:40,shiazzzx,riya123498,win,376,450,600,https://www.chess.com/game/live/96469112853
2023-12-16 13:34:14,shiazzzx,riya123498,win,370,456,600,https://www.chess.com/game/live/96472036119
2023-12-17 12:34:40,shiazzzx,riya123498,checkmated,376,456,600,https://www.chess.com/game/live/96554291579
2023-12-17 12:43:53,riya123498,shiazzzx,resigned,456,376,600,https://www.chess.com/game/live/96555509149
2023-12-17 13:01:01,shiazzzx,riya123498,win,376,456,600,https://www.chess.com/game/live/96556079345
2023-12-17 13:21:15,riya123498,shiazzzx,win,462,370,600,https://www.chess.com/game/live/96557914875
2023-12-17 13:40:27,shiazzzx,riya123498,win,364,468,600,https://www.chess.com/game/live/96558436033
2023-12-18 09:58:54,riya123498,atharvak1965,win,609,387,300,https://www.chess.com/game/live/96631756321
2023-12-18 10:33:54,riya123498,irakli967,checkmated,461,517,600,https://www.chess.com/game/live/96633489269
2023-12-18 14:56:42,shiazzzx,riya123498,win,348,467,600,https://www.chess.com/game/live/96649715609
2023-12-18 15:07:54,riya123498,shiazzzx,win,472,343,600,https://www.chess.com/game/live/96650359111
2023-12-18 15:17:57,shiazzzx,riya123498,checkmated,354,461,600,https://www.chess.com/game/live/96651428013
2023-12-18 15:33:00,riya123498,shiazzzx,win,467,348,600,https://www.chess.com/game/live/96651605347
2023-12-19 04:09:15,farhan0121,riya123498,win,375,473,600,https://www.chess.com/game/live/96697673777
2023-12-20 06:55:01,shiazzzx,riya123498,timeout,357,462,600,https://www.chess.com/game/live/96793169179
2023-12-20 07:10:27,shiazzzx,riya123498,resigned,367,452,600,https://www.chess.com/game/live/96794411369
2023-12-20 07:26:43,riya123498,shiazzzx,stalemate,450,369,600,https://www.chess.com/game/live/96795568709
2023-12-20 07:44:58,shiazzzx,riya123498,stalemate,371,448,600,https://www.chess.com/game/live/96796204937
2023-12-20 07:46:04,shiazzzx,riya123498,win,365,454,600,https://www.chess.com/game/live/96797387681
2023-12-20 07:57:51,riya123498,shiazzzx,resigned,444,375,600,https://www.chess.com/game/live/96797395273
2023-12-20 11:21:35,riya123498,anbuchelian,checkmated,437,506,600,https://www.chess.com/game/live/96809983709
2023-12-20 15:19:58,riya123498,shiazzzx,timeout,428,391,600,https://www.chess.com/game/live/96823328371
2023-12-21 09:58:25,akmbhai,riya123498,win,432,436,600,https://www.chess.com/game/live/96890984651
2023-12-21 10:23:37,shiazzzx,riya123498,checkmated,379,427,600,https://www.chess.com/game/live/96892225775
2023-12-21 10:35:03,shiazzzx,riya123498,checkmated,388,418,600,https://www.chess.com/game/live/96893397951
2023-12-21 10:53:49,riya123498,shiazzzx,win,425,381,600,https://www.chess.com/game/live/96894001555
2023-12-21 12:11:25,shiazzzx,riya123498,resigned,390,416,600,https://www.chess.com/game/live/96898816795
2023-12-21 12:20:59,riya123498,shiazzzx,win,423,383,600,https://www.chess.com/game/live/96899497679
2023-12-21 12:28:42,shiazzzx,riya123498,win,376,430,600,https://www.chess.com/game/live/96900617379
2023-12-21 12:39:33,riya123498,shiazzzx,win,437,369,600,https://www.chess.com/game/live/96900674449
2023-12-23 11:24:45,shiazzzx,riya123498,win,345,443,600,https://www.chess.com/game/live/97068655731
2023-12-23 11:38:20,riya123498,shiazzzx,win,449,339,600,https://www.chess.com/game/live/97069882439
2023-12-23 11:50:15,riya123498,shiazzzx,win,455,333,600,https://www.chess.com/game/live/97070480641
2023-12-23 12:01:24,shiazzzx,riya123498,win,328,460,600,https://www.chess.com/game/live/97071105575
2023-12-23 12:15:15,shiazzzx,riya123498,win,323,465,600,https://www.chess.com/game/live/97071717131
2023-12-24 16:41:21,riya123498,shiazzzx,win,471,350,600,https://www.chess.com/game/live/97173767555
2023-12-25 12:36:15,riya123498,shiazzzx,win,476,315,600,https://www.chess.com/game/live/97246237561
2023-12-25 12:50:05,shiazzzx,riya123498,win,310,481,600,https://www.chess.com/game/live/97246849193
2023-12-28 10:49:19,shiazzzx,riya123498,win,424,488,600,https://www.chess.com/game/live/97498316719
2023-12-28 11:04:14,shiazzzx,riya123498,win,417,495,600,https://www.chess.com/game/live/97499500117
2023-12-28 11:27:30,shiazzzx,riya123498,win,411,501,600,https://www.chess.com/game/live/97501791739
2023-12-28 11:38:17,shiazzzx,riya123498,resigned,421,491,600,https://www.chess.com/game/live/97501843897
2023-12-28 11:43:58,riya123498,shiazzzx,checkmated,481,431,600,https://www.chess.com/game/live/97502490433
2023-12-28 11:55:15,shiazzzx,riya123498,resigned,440,472,600,https://www.chess.com/game/live/97502987681
2023-12-28 12:06:38,riya123498,shiazzzx,repetition,471,441,600,https://www.chess.com/game/live/97503603909
2023-12-28 13:53:38,shiazzzx,riya123498,checkmated,450,462,600,https://www.chess.com/game/live/97510149541
2023-12-28 14:04:08,riya123498,shiazzzx,resigned,454,458,600,https://www.chess.com/game/live/97510775981
2023-12-28 14:10:22,shiazzzx,riya123498,checkmated,466,446,600,https://www.chess.com/game/live/97511386679
2023-12-28 14:24:17,riya123498,shiazzzx,stalemate,446,466,600,https://www.chess.com/game/live/97511525189
2023-12-28 14:32:56,shiazzzx,riya123498,win,458,454,600,https://www.chess.com/game/live/97512592613
2023-12-29 16:08:17,riya123498,shiazzzx,win,462,451,600,https://www.chess.com/game/live/97604552175
2023-12-29 16:29:33,shiazzzx,riya123498,timevsinsufficient,451,462,600,https://www.chess.com/game/live/97605092411
2023-12-29 16:43:40,riya123498,shiazzzx,win,470,443,600,https://www.chess.com/game/live/97606319961
2023-12-31 17:41:44,shiazzzx,riya123498,win,444,478,600,https://www.chess.com/game/live/97783230067
2023-12-31 17:59:16,shiazzzx,riya123498,checkmated,453,469,600,https://www.chess.com/game/live/97783372335
2024-01-02 12:46:16,riya123498,AhmadOlumi,resigned,462,523,600,https://www.chess.com/game/live/97938029021
2024-01-02 13:01:06,riya123498,shiazzzx,checkmated,454,480,600,https://www.chess.com/game/live/97938699341
2024-01-02 13:15:27,shiazzzx,riya123498,win,471,463,600,https://www.chess.com/game/live/97939323541
2024-01-03 12:26:13,alejandrosimonin,riya123498,win,437,471,600,https://www.chess.com/game/live/98023156835
2024-01-03 12:47:54,shiazzzx,riya123498,win,450,479,600,https://www.chess.com/game/live/98024441945
2024-01-03 13:03:36,riya123498,shiazzzx,win,486,443,600,https://www.chess.com/game/live/98025069383
2024-01-04 13:15:17,riya123498,shiazzzx,win,493,419,600,https://www.chess.com/game/live/98112049527
2024-01-04 13:27:15,riya123498,shiazzzx,win,499,413,600,https://www.chess.com/game/live/98113255419
2024-01-05 13:10:53,shiazzzx,riya123498,stalemate,444,498,600,https://www.chess.com/game/live/98198670101
2024-01-05 13:19:48,shiazzzx,riya123498,win,437,505,600,https://www.chess.com/game/live/98199324519
2024-01-05 13:39:53,riya123498,shiazzzx,win,511,431,600,https://www.chess.com/game/live/98200003579
2024-01-05 14:02:55,riya123498,shiazzzx,timeout,510,690,300,https://www.chess.com/game/live/98201758515
2024-01-06 07:46:50,johnanxitachi,riya123498,checkmated,543,510,300,https://www.chess.com/game/live/98265846205
2024-01-09 18:27:21,riya123498,Ferre_xadrez,checkmated,503,517,600,https://www.chess.com/game/live/98562971957
2024-01-09 18:47:48,kumarvikashdubey,riya123498,win,506,511,600,https://www.chess.com/game/live/98564038517
2024-01-13 08:32:21,GM_AnuragP,riya123498,win,555,520,600,https://www.chess.com/game/live/98873131635
2024-01-14 20:05:43,riya123498,adastani,win,528,513,600,https://www.chess.com/game/live/99001536957
2024-01-15 12:47:51,AI-wasmani,riya123498,resigned,531,520,600,https://www.chess.com/game/live/99061481093
2024-01-15 12:52:53,riya123498,Jbee59,win,527,465,600,https://www.chess.com/game/live/99062044131
2024-01-15 13:01:25,StyX_74,riya123498,resigned,514,518,600,https://www.chess.com/game/live/99062138965
2024-01-17 15:48:03,riya123498,R_EDI89,win,526,492,600,https://www.chess.com/game/live/99245057899
2024-01-18 16:31:35,mukul_Darbar,riya123498,stalemate,572,527,600,https://www.chess.com/game/live/99333342781
2024-01-19 13:54:08,riya123498,RajuAR123,win,535,519,600,https://www.chess.com/game/live/99410563517
2024-01-21 16:46:51,riya123498,khattak88,resigned,527,551,600,https://www.chess.com/game/live/99593611197
2024-01-21 17:07:58,huntergm2045,riya123498,win,506,535,600,https://www.chess.com/game/live/99594741719
2024-01-27 22:21:19,riya123498,daurendauren,win,542,480,600,https://www.chess.com/game/live/100132461433
2024-01-31 12:34:02,shiazzzx,riya123498,resigned,537,534,600,https://www.chess.com/game/live/100442613887
2024-01-31 12:43:33,riya123498,shiazzzx,checkmated,526,545,600,https://www.chess.com/game/live/100443269137
2024-01-31 12:56:20,shiazzzx,riya123498,win,537,534,600,https://www.chess.com/game/live/100443864569
2024-01-31 13:11:34,riya123498,shiazzzx,timeout,526,545,600,https://www.chess.com/game/live/100444918647
2024-01-31 13:18:37,shiazzzx,riya123498,resigned,553,518,600,https://www.chess.com/game/live/100445624869
2024-01-31 13:31:22,riya123498,shiazzzx,checkmated,511,560,600,https://www.chess.com/game/live/100446170551
2024-02-01 16:20:20,riya123498,shiazzzx,checkmated,504,560,600,https://www.chess.com/game/live/100543337223
2024-02-01 16:33:49,riya123498,shiazzzx,win,513,551,600,https://www.chess.com/game/live/100543427697
2024-02-01 16:45:31,shiazzzx,riya123498,win,542,522,600,https://www.chess.com/game/live/100544111907
2024-02-01 16:56:00,shiazzzx,riya123498,checkmated,550,514,600,https://www.chess.com/game/live/100545163045
2024-02-01 16:59:16,riya123498,shiazzzx,win,523,541,600,https://www.chess.com/game/live/100545716423
2024-02-01 17:15:46,shiazzzx,riya123498,stalemate,541,523,600,https://www.chess.com/game/live/100545794127
2024-02-01 17:26:52,riya123498,shiazzzx,win,531,533,600,https://www.chess.com/game/live/100546917987
2024-02-08 18:04:01,riya123498,Alifekryali,win,539,530,600,https://www.chess.com/game/live/101154116751
2024-02-08 18:18:15,blak-nait,riya123498,checkmated,569,532,600,https://www.chess.com/game/live/101154326001
2024-02-14 17:01:35,Vigneshnts,riya123498,win,527,540,600,https://www.chess.com/game/live/101668348843
2024-02-14 17:21:21,riya123498,tyby_775,win,547,494,600,https://www.chess.com/game/live/101669052525
2024-02-21 18:58:51,olt_xheka,riya123498,resigned,596,540,600,https://www.chess.com/game/live/102279969153
2024-02-27 15:05:44,riya123498,shiazzzx,resigned,535,697,600,https://www.chess.com/game/live/102784957373
2024-02-27 15:16:08,shiazzzx,riya123498,checkmated,702,530,600,https://www.chess.com/game/live/102785429727
2024-02-27 15:26:31,riya123498,shiazzzx,checkmated,526,706,600,https://www.chess.com/game/live/102786038639
2024-02-27 15:42:24,shiazzzx,riya123498,checkmated,710,522,600,https://www.chess.com/game/live/102786649337
2024-02-27 15:56:03,riya123498,shiazzzx,checkmated,518,714,600,https://www.chess.com/game/live/102787369741
2024-02-29 13:41:28,Satvik_Taran,riya123498,resigned,509,510,600,https://www.chess.com/game/live/102952308565
2024-02-29 14:57:48,riya123498,peeee2,timeout,503,566,600,https://www.chess.com/game/live/102956556181
2024-02-29 15:12:41,riya123498,pippiripippi,checkmated,495,516,600,https://www.chess.com/game/live/102957757687
2024-02-29 15:26:01,pkhassanaz,riya123498,win,449,502,600,https://www.chess.com/game/live/102958806895
2024-03-01 11:59:44,anilsekizer,riya123498,win,428,509,600,https://www.chess.com/game/live/103032793199
2024-03-01 12:08:53,riya123498,mondeo05,resigned,503,588,600,https://www.chess.com/game/live/103033374557
2024-03-01 12:13:38,riya123498,Eduy_07,resigned,495,524,600,https://www.chess.com/game/live/103033920413
2024-03-01 12:22:10,riya123498,Shatrova515,resigned,488,527,600,https://www.chess.com/game/live/103034000101
2024-03-01 12:37:19,krishroy1,riya123498,win,389,494,600,https://www.chess.com/game/live/103035060233
2024-03-01 12:42:23,Dmitriii008,riya123498,resigned,534,487,600,https://www.chess.com/game/live/103035706359
2024-03-01 16:43:04,Ouss20DZ31,riya123498,win,505,496,600,https://www.chess.com/game/live/103050055681
2024-03-01 17:00:37,riya123498,popalom_1,win,503,459,600,https://www.chess.com/game/live/103050665435
2024-03-01 17:10:55,riya123498,basknyazzz,win,512,522,600,https://www.chess.com/game/live/103051849657
2024-03-01 17:27:48,Black808080,riya123498,checkmated,446,502,600,https://www.chess.com/game/live/103052467037
2024-03-01 17:44:07,mjooooooooooo,riya123498,checkmated,488,493,600,https://www.chess.com/game/live/103053798615
2024-03-01 17:54:20,riya123498,sajadsoltan0,win,502,507,600,https://www.chess.com/game/live/103054274495
2024-03-01 18:09:11,riya123498,king_Noman007,win,511,538,600,https://www.chess.com/game/live/103054922257
2024-03-08 12:16:25,riya123498,sir_charles23,win,520,524,600,https://www.chess.com/game/live/101456435984
2024-03-08 13:17:01,al132t,riya123498,win,502,528,600,https://www.chess.com/game/live/101456739174
2024-03-16 07:27:05,riya123498,rhkonfire,win,537,542,600,https://www.chess.com/game/live/101509839720
2024-03-16 10:04:56,Sagar_kandari,riya123498,checkmated,558,529,600,https://www.chess.com/game/live/101510601268
2024-03-16 10:08:25,parsanobahar,riya123498,resigned,524,521,600,https://www.chess.com/game/live/101510661008
2024-03-16 10:17:13,ifroszt,riya123498,win,505,529,600,https://www.chess.com/game/live/101510679188
2024-03-16 10:31:07,riya123498,Butcherzzza,checkmated,521,547,600,https://www.chess.com/game/live/101510725804
2024-03-16 10:37:34,The_Real_Wide_Shady,riya123498,abandoned,525,513,600,https://www.chess.com/game/live/101510800090
2024-03-16 15:47:02,yousseff1999,riya123498,resigned,540,505,600,https://www.chess.com/game/live/101512774656
2024-03-16 15:54:57,riya123498,qmkslzxjshajalalaksk,checkmated,497,497,600,https://www.chess.com/game/live/101512816470
2024-03-16 16:05:03,farynoob,riya123498,resigned,506,489,600,https://www.chess.com/game/live/101512873274
2024-03-16 16:06:48,riya123498,TITIET,win,497,485,600,https://www.chess.com/game/live/101512945400
2024-03-16 16:08:27,riya123498,ItsSparrowHawk,resigned,489,488,600,https://www.chess.com/game/live/101512958170
2024-03-16 16:14:16,RATHODNILESH1234,riya123498,resigned,500,481,600,https://www.chess.com/game/live/101512969370
2024-03-16 16:21:12,riya123498,KAP9695,win,489,470,600,https://www.chess.com/game/live/101513010690
2024-03-16 16:28:52,gavinmiler,riya123498,win,472,497,600,https://www.chess.com/game/live/101513060222
2024-03-17 04:23:53,PrathapChan01,riya123498,win,510,506,600,https://www.chess.com/game/live/101516982330
2024-03-19 06:31:46,riya123498,mohitsingh720,checkmated,499,537,600,https://www.chess.com/game/live/101533786020
2024-03-21 03:48:09,JoshiSachin1998,riya123498,resigned,524,491,600,https://www.chess.com/game/live/104677720700
2024-03-21 10:00:33,shivammurwariya,riya123498,win,482,499,600,https://www.chess.com/game/live/104679306446
2024-03-21 10:02:16,riya123498,tbespoonproblem,win,507,491,600,https://www.chess.com/game/live/104679414112
2024-03-21 10:14:05,TEDESKAROS,riya123498,resigned,536,500,600,https://www.chess.com/game/live/104679421348
2024-03-21 10:19:04,riya123498,wteestl,resigned,492,504,600,https://www.chess.com/game/live/104679493250
2024-03-21 10:24:18,riya123498,HrumA1,win,500,473,600,https://www.chess.com/game/live/104679512836
2024-03-21 15:13:27,Balduino25,riya123498,resigned,517,492,600,https://www.chess.com/game/live/104681427854
2024-03-21 15:26:21,riya123498,snimmagadda,resigned,484,486,600,https://www.chess.com/game/live/104681501802
2024-03-21 16:27:24,riya123498,djamal1827,win,492,470,600,https://www.chess.com/game/live/104682035672
2024-03-21 16:44:17,professor_033,riya123498,win,463,499,600,https://www.chess.com/game/live/104682082536
2024-03-21 16:55:27,riya123498,aneeshnatarajan,win,507,488,600,https://www.chess.com/game/live/104682227020
2024-03-22 13:00:22,dristijain29,riya123498,win,513,515,600,https://www.chess.com/game/live/104824867100
2024-03-22 17:12:43,Sholord,riya123498,resigned,515,507,600,https://www.chess.com/game/live/104826831672
2024-03-22 17:17:15,riya123498,amiraaa78,resigned,499,522,600,https://www.chess.com/game/live/104826857952
2024-03-23 03:48:18,riya123498,BarrelTown,win,507,496,600,https://www.chess.com/game/live/104830477038
2024-03-23 05:09:15,riya123498,sahilsonar007,timeout,334,519,60,https://www.chess.com/game/live/104830869716
2024-03-23 05:18:23,shiazzzx,riya123498,win,853,521,600,https://www.chess.com/game/live/104909465603
2024-03-23 09:18:55,riccoroccopp,riya123498,checkmated,530,513,600,https://www.chess.com/game/live/104831919694
